PROVINCIA,DIA,HORA,FERIADO,CAUSA_PROBABLE,CLASE_FINAL,ZONA,TIPO_DE_VEHICULO_1,SERVICIO_1,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1
AZUAY,JUEVES,P15,NO,CP13,PERDIDA DE PISTA,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P17,NO,CP13,ATROPELLOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
AZUAY,VIERNES,P12,NO,CP11,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,LUNES,P11,NO,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
AZUAY,VIERNES,P13,NO,CP01,OTROS,RURAL,CAMION,PUBLICO,32.0,HOMBRE,ILESO,CONDUCTOR
MANABI,VIERNES,P20,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P02,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP12,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P05,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,SABADO,P05,NO,CP12,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,30.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,VIERNES,P19,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P22,NO,CP13,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PUBLICO,67.0,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,P19,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,FALLECIDO,CONDUCTOR
GUAYAS,VIERNES,P22,NO,CP17,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P05,NO,CP17,CHOQUE FRONTAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P09,NO,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P01,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
AZUAY,VIERNES,P21,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P04,NO,CP16,CAIDA DE PASAJERO,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,P05,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P21,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P13,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP11,COLISION,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,65.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P20,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,SABADO,P13,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P13,NO,CP12,ROZAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P16,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,SABADO,P10,NO,CP13,VOLCAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,SABADO,P17,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PASAJERO
GUAYAS,DOMINGO,P03,NO,CP13,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P15,NO,CP13,ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P04,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P14,NO,CP12,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,26.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P05,NO,CP13,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,50.0,MUJER,ILESO,CONDUCTOR
LOS RIOS,SABADO,P19,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,SABADO,P20,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P16,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,SABADO,P22,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP22,OTROS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,SABADO,P21,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P14,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P02,NO,CP22,CHOQUE LATERAL,RURAL,CAMION,PUBLICO,30.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,DOMINGO,P05,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P10,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P05,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P18,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
MANABI,DOMINGO,P01,NO,CP13,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P01,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,42.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P23,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,SABADO,P19,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,PUBLICO,41.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P08,NO,CP13,PERDIDA DE PISTA,RURAL,BICICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,DOMINGO,P03,NO,CP13,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,53.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P22,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P21,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P06,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,DOMINGO,P10,NO,CP11,CHOQUE POSTERIOR,RURAL,CAMIONETA,PARTICULAR,53.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P06,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,DOMINGO,P13,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,SABADO,P18,NO,CP22,CHOQUE LATERAL,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P13,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,DOMINGO,P12,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P19,NO,CP17,CHOQUE FRONTAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P23,NO,CP13,OTROS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,FALLECIDO,CONDUCTOR
GUAYAS,DOMINGO,P18,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,DOMINGO,P14,NO,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P22,NO,CP17,CHOQUE FRONTAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,LUNES,P06,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P19,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P09,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,DOMINGO,P21,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P08,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,LESIONADO,PASAJERO
LOS RIOS,LUNES,P06,NO,CP13,PERDIDA DE PISTA,RURAL,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
AZUAY,LUNES,P08,NO,CP12,ROZAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,LUNES,P07,NO,CP22,CHOQUE LATERAL,URBANA,CAMION,PUBLICO,50.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,LUNES,P08,NO,CP12,ROZAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,LUNES,P08,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,LUNES,P03,NO,CP13,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,LUNES,P12,NO,CP22,CHOQUE LATERAL,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,LUNES,P17,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,LUNES,P15,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,26.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,LUNES,P19,NO,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P21,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,LUNES,P12,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,LUNES,P18,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,LUNES,P12,NO,CP13,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,LUNES,P14,NO,CP12,ROZAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P09,NO,CP13,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MARTES,P09,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
LOS RIOS,MIERCOLES,P03,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
LOS RIOS,MARTES,P13,NO,CP22,CHOQUE LATERAL,URBANA,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,MARTES,P20,NO,CP11,COLISION,URBANA,AUTOMOVIL,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,P06,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P05,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MARTES,P17,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P09,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,FALLECIDO,CONDUCTOR
GUAYAS,MARTES,P20,NO,CP13,VOLCAMIENTOS,RURAL,ESPECIAL,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P12,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,ESTADO,43.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,MIERCOLES,P13,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,MIERCOLES,P16,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P16,NO,CP17,CHOQUE FRONTAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P20,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,JUEVES,P02,NO,CP12,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,DOMINGO,P15,NO,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,MIERCOLES,P11,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PUBLICO,-1.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,MIERCOLES,P16,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
MANABI,MIERCOLES,P16,NO,CP11,CHOQUE POSTERIOR,RURAL,BUS,PUBLICO,-1.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,MIERCOLES,P19,NO,CP17,CHOQUE FRONTAL,URBANA,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,MIERCOLES,P20,NO,CP17,CHOQUE FRONTAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P08,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,46.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P19,NO,CP17,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,63.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P08,NO,CP22,OTROS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P06,NO,CP13,ATROPELLOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P14,NO,CP16,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTA ELENA,JUEVES,P13,NO,CP11,COLISION,URBANA,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P11,NO,CP01,OTROS,URBANA,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P06,NO,CP12,ROZAMIENTOS,URBANA,BICICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P08,NO,CP13,PERDIDA DE PISTA,RURAL,CAMION,PUBLICO,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P22,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,48.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P00,NO,CP16,CAIDA DE PASAJERO,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
AZUAY,VIERNES,P02,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
EL ORO,JUEVES,P17,NO,CP17,CHOQUE FRONTAL,RURAL,BUS,PUBLICO,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P07,NO,CP16,OTROS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P07,NO,CP17,CHOQUE FRONTAL,RURAL,CAMION,PUBLICO,32.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,JUEVES,P18,NO,CP17,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,VIERNES,P04,NO,CP11,OTROS,RURAL,CAMION,PUBLICO,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P10,NO,CP12,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,MIERCOLES,P17,NO,CP11,COLISION,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
AZUAY,JUEVES,P17,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,39.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,VIERNES,P01,NO,CP12,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
LOS RIOS,JUEVES,P16,NO,CP11,COLISION,RURAL,CAMION,PUBLICO,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P13,NO,CP12,OTROS,URBANA,CAMIONETA,PARTICULAR,36.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P13,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P15,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P13,NO,CP13,OTROS,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P13,NO,CP12,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,37.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P14,NO,CP11,CHOQUE POSTERIOR,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,48.0,HOMBRE,ILESO,CONDUCTOR
SANTA ELENA,VIERNES,P12,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P16,NO,CP13,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
AZUAY,VIERNES,P18,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,ESTADO,43.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP11,CHOQUE POSTERIOR,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,40.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P20,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P12,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P20,NO,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,VIERNES,P23,NO,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP13,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,VIERNES,P22,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP11,CHOQUE POSTERIOR,RURAL,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
EL ORO,VIERNES,P11,NO,CP01,OTROS,RURAL,CAMION,PUBLICO,45.0,MUJER,ILESO,CONDUCTOR
