PROVINCIA,DIA,HORA,FERIADO,CAUSA PROBABLE,CLASE FINAL,ZONA,TIPO DE VEHÍCULO 1,SERVICIO 1,EDAD 1,SEXO 1,CONDICIÓN 1,PARTICIPANTE 1
EL ORO,SABADO,13:30:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ROZAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,MIERCOLES,18:31:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,43,HOMBRE,ILESO,CONDUCTOR
LOJA,DOMINGO,15:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,5,HOMBRE,LESIONADO,PASAJERO
EL ORO,VIERNES,10:40:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,26,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MARTES,12:10:00,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,PERDIDA DE CARRIL,URBANA,NO IDENTIFICADO,PARTICULAR,24,HOMBRE,ILESO,CONDUCTOR
LOJA,SABADO,23:39:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE POSTERIOR,URBANA,AUTOMOVIL,COMERCIAL,31,HOMBRE,ILESO,CONDUCTOR
LOJA,JUEVES,17:00:00,SI,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,MARTES,00:10:00,NO,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,46,MUJER,ILESO,CONDUCTOR
EL ORO,DOMINGO,21:40:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MARTES,10:39:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,36,HOMBRE,LESIONADO,CONDUCTOR
EL ORO,VIERNES,18:10:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,17:30:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,41,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,12:28:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,41,HOMBRE,ILESO,CONDUCTOR
EL ORO,LUNES,16:25:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,DOMINGO,06:20:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,19,HOMBRE,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,MARTES,22:00:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,CAMION,PARTICULAR,29,HOMBRE,ILESO,CONDUCTOR
EL ORO,MARTES,18:50:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,32,HOMBRE,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,19:55:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,CAMIONETA,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,MIERCOLES,10:15:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,MARTES,23:55:00,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,24,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,21:30:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,33,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,05:29:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,OTROS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,PEATON
LOJA,SABADO,01:45:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PUBLICO,21,MUJER,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,22:01:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,SABADO,05:00:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,19:45:00,SI,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,MARTES,22:47:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,URBANA,CAMIONETA,ESTADO,31,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,18:00:00,NO,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,URBANA,AUTOMOVIL,COMERCIAL,85,MUJER,LESIONADO,PEATON
LOJA,VIERNES,20:15:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,29,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,17:00:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO AL PEATON.,ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,69,HOMBRE,NO IDENTIFICADO,PEATON
AZUAY,MARTES,17:49:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",PERDIDA DE CARRIL,URBANA,CAMION,COMERCIAL,61,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,08:00:00,NO,DEJAR O RECOGER PASAJEROS EN LUGARES NO PERMITIDOS.,COLISION,URBANA,AUTOMOVIL,COMERCIAL,23,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,SABADO,23:40:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,JUEVES,14:15:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,30,HOMBRE,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,LUNES,21:00:00,NO,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MARTES,07:10:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,24,HOMBRE,LESIONADO,PASAJERO
LOJA,DOMINGO,16:55:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,FALLECIDO,PASAJERO
LOJA,SABADO,20:51:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
AZUAY,JUEVES,01:00:00,SI,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHICULO QUE LE ANTECEDE.,ROZAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,MIERCOLES,20:45:00,NO,"PRESENCIA DE AGENTES EXTERNOS EN LA VIA (AGUA, ACEITE, PIEDRA, LASTRE, ESCOMBROS, MADEROS, ETC.).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,22,HOMBRE,LESIONADO,CONDUCTOR
AZUAY,JUEVES,20:15:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,31,MUJER,LESIONADO,PASAJERO
LOS RIOS,MIERCOLES,14:40:00,NO,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,25,HOMBRE,LESIONADO,CONDUCTOR
LOJA,VIERNES,03:55:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,31,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,VIERNES,16:20:00,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENO, CANSANCIO Y FATIGA).",PERDIDA DE PISTA,RURAL,MOTOCICLETA,PARTICULAR,36,HOMBRE,FALLECIDO,CONDUCTOR
AZUAY,JUEVES,17:34:00,SI,CONDUCIR EN SENTIDO CONTRARIO A LA VIA NORMAL DE CIRCULACION.,CHOQUE FRONTAL,RURAL,CAMIONETA,PARTICULAR,57,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,VIERNES,21:35:00,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENO, CANSANCIO Y FATIGA).",ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,42,HOMBRE,FALLECIDO,CONDUCTOR
LOJA,LUNES,22:00:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",PERDIDA DE CARRIL,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PASAJERO
LOS RIOS,SABADO,19:45:00,SI,"CONDUCIR EN ESTADO DE SOMNOLENCIA O MALAS CONDICIONES FISICAS (SUENO, CANSANCIO Y FATIGA).",ATROPELLOS,RURAL,NO IDENTIFICADO,PARTICULAR,45,HOMBRE,NO IDENTIFICADO,PEATON
LOJA,DOMINGO,18:10:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,49,HOMBRE,ILESO,CONDUCTOR
LOJA,MARTES,07:03:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,18,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,LUNES,07:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,BUS,COMERCIAL,40,HOMBRE,ILESO,CONDUCTOR
LOJA,MARTES,20:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,44,MUJER,ILESO,CONDUCTOR
LOJA,MARTES,20:15:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,BICICLETA,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
TUNGURAHUA,JUEVES,20:18:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,46,HOMBRE,ILESO,CONDUCTOR
LOJA,MIERCOLES,12:35:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
TUNGURAHUA,JUEVES,13:25:00,SI,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,27,HOMBRE,ILESO,CONDUCTOR
LOJA,MIERCOLES,12:13:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",COLISION,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,ILESO,CONDUCTOR
LOJA,JUEVES,10:00:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CAIDA DE PASAJERO,RURAL,BUS,PUBLICO,81,HOMBRE,LESIONADO,PASAJERO
LOS RIOS,MARTES,08:20:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,41,MUJER,LESIONADO,CONDUCTOR
LOJA,SABADO,22:15:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PASAJERO
LOJA,SABADO,19:55:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,32,HOMBRE,LESIONADO,PASAJERO
LOJA,VIERNES,23:50:00,SI,"PEATON TRANSITA BAJO INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PASAJERO
LOJA,SABADO,10:25:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,SABADO,15:10:00,SI,"CONDICIONES AMBIENTALES Y/O ATMOSFERICAS (NIEBLA, NEBLINA, GRANIZO, LLUVIA).",VOLCAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PASAJERO
LOJA,VIERNES,08:05:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,URBANA,ESPECIAL,COMERCIAL,65,HOMBRE,ILESO,CONDUCTOR
LOJA,JUEVES,23:35:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,34,HOMBRE,ILESO,CONDUCTOR
LOJA,DOMINGO,17:55:00,SI,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,24,HOMBRE,LESIONADO,CONDUCTOR
LOJA,LUNES,23:40:00,NO,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,24,HOMBRE,LESIONADO,PASAJERO
LOJA,JUEVES,13:40:00,SI,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENALIZACION EXISTENTE (SEMAFOROS O SENALES MANUALES).,ATROPELLOS,URBANA,CAMIONETA,PARTICULAR,56,HOMBRE,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,15:50:00,SI,NO GUARDAR LA DISTANCIA LATERAL MINIMA DE SEGURIDAD ENTRE VEHICULOS.,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,19,MUJER,ILESO,CONDUCTOR
LOJA,JUEVES,20:05:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,19:49:00,NO,MALAS CONDICIONES DE LA VIA Y/O CONFIGURACION. (ILUMINACION Y DISENO).,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,28,HOMBRE,LESIONADO,CONDUCTOR
LOJA,JUEVES,11:15:00,SI,PEATON QUE CRUZA LA CALZADA SIN RESPETAR LA SENALIZACION EXISTENTE (SEMAFOROS O SENALES MANUALES).,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,PEATON
LOJA,JUEVES,03:50:00,SI,PESO Y VOLUMEN - NO CUMPLIR CON LAS NORMAS DE SEGURIDAD NECESARIAS AL TRANSPORTAR CARGAS.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,JUEVES,21:35:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",PERDIDA DE CARRIL,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,MIERCOLES,17:32:00,NO,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,SABADO,10:50:00,NO,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,54,MUJER,LESIONADO,PEATON
ZAMORA CHINCHIPE,JUEVES,21:15:00,SI,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,RURAL,BUS,COMERCIAL,23,MUJER,LESIONADO,PASAJERO
LOJA,MIERCOLES,09:43:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE LATERAL,URBANA,AUTOMOVIL,COMERCIAL,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOJA,MIERCOLES,03:30:00,NO,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRANSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,20,HOMBRE,LESIONADO,CONDUCTOR
ESMERALDAS,SABADO,19:15:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,6,MUJER,LESIONADO,PEATON
SANTO DOMINGO DE LOS TSACHILAS,MARTES,23:15:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,22,HOMBRE,FALLECIDO,CONDUCTOR
LOJA,MARTES,08:15:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,PERDIDA DE CARRIL,URBANA,AUTOMOVIL,PARTICULAR,24,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,09:50:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,38,HOMBRE,ILESO,CONDUCTOR
ESMERALDAS,DOMINGO,19:40:00,NO,CONDUCIR VEHICULO SUPERANDO LOS LIMITES MAXIMOS DE VELOCIDAD.,CHOQUE FRONTAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1,NO IDENTIFICADO,NO IDENTIFICADO,PASAJERO
SANTO DOMINGO DE LOS TSACHILAS,JUEVES,13:15:00,SI,PESO Y VOLUMEN - NO CUMPLIR CON LAS NORMAS DE SEGURIDAD NECESARIAS AL TRANSPORTAR CARGAS.,ESTRELLAMIENTOS,URBANA,CAMION,PUBLICO,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,VIERNES,13:52:00,SI,NO CEDER EL DERECHO DE VIA O PREFERENCIA DE PASO A VEHICULOS.,CHOQUE LATERAL,URBANA,AUTOMOVIL,PUBLICO,-1,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
ESMERALDAS,SABADO,20:30:00,SI,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTROPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,35,HOMBRE,ILESO,CONDUCTOR
ESMERALDAS,MIERCOLES,03:40:00,NO,"NO RESPETAR LAS SENALES REGLAMENTARIAS DE TRANSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,39,HOMBRE,ILESO,CONDUCTOR
